4,0.529330874,0.61,8.319581958
4,0.807998447,0.61,7.081958196
4,1.009415647,0.61,6.600660066
4,1.978280916,0.61,4.641089109
4,2.298607067,0.61,3.540979098
4,3.029047758,0.61,2.71589659
4,4.006406523,0.61,2.200220022
4,4.985180871,0.61,1.925192519
4,6.29257264,0.61,1.959570957
4,8.251536918,0.61,1.650165017
4,10.00706174,0.61,1.478272827
4,11.72193911,0.61,1.340759076
4,13.55956772,0.61,1.237623762
4,14.99011519,0.61,1.375137514
2,0.3,0.63,5.94374158
3.42727107,0.3,0.63,7.952432564
5,0.3,0.63,10.19839348
6.33216997,0.3,0.63,12.14776698
7.6,0.3,0.63,14.15645797
2,0.5,0.63,3.945861694
3.343421157,0.5,0.63,5.709326187
5,0.5,0.63,7.865708295
6.392049948,0.5,0.63,10.02280806
7.6,0.5,0.63,11.85229707
2,1,0.63,3.287410713
3.565524754,1,0.63,5.114387916
5,1,0.63,6.614651431
6.243351695,1,0.63,8.049069848
7.6,1,0.63,9.547539219
2,2,0.63,2.03635385
3.518615244,2,0.63,3.205418316
5,2,0.63,4.244227901
6.384709414,2,0.63,5.479675708
7.6,2,0.63,6.584689221
2,5,0.63,0.982832281
3.673745204,5,0.63,2.150282017
5,5,0.63,3.190706332
6.285717065,5,0.63,4.098005136
7.6,5,0.63,5.004406867
2,8,0.63,0.587941107
3.573774116,8,0.63,1.229527131
5,8,0.63,1.873804371
6.424697849,8,0.63,2.647977663
7.6,8,0.63,3.160564707
2,15,0.63,0.192691104
3.422279469,15,0.63,0.57269088
5,15,0.63,0.8861279
6.308857225,15,0.63,1.200641407
7.6,15,0.63,1.448771572
0.50893801,0.568421053,0.36,1
0.904778684,0.757894737,0.48,1.71
1.413716694,0.947368421,0.6,2.31
2.208932335,1.184210526,0.75,3.11
1.01787602,0.568421053,0.36,2.37
1.809557368,0.757894737,0.48,3.21
2.827433388,0.947368421,0.6,4.02
4.417864669,1.184210526,0.75,5.2
1.628601632,0.568421053,0.36,3.28
2.89529179,0.757894737,0.48,4.84
4.523893421,0.947368421,0.6,5.69
7.068583471,1.184210526,0.75,7.36
8,0.279301746,0.78,13.66291169
8,0.478802993,0.78,12.16696191
8,0.997506234,0.78,9.754733855
8,1.955112219,0.78,7.633485252
8,2.992518703,0.78,6.381442944
8,4.987531172,0.78,4.842634792
8,6.42394015,0.78,3.881451544
8,7.980049875,0.78,2.968905323
8,9.975062344,0.78,2.299062688
8,11.97007481,0.78,1.918875226
8,13.44638404,0.78,1.53712271
8,15.00249377,0.78,1.445266145
5,0.279301746,0.78,9.607739273
5,0.478802993,0.78,7.870410181
5,0.997506234,0.78,6.182320062
5,1.955112219,0.78,5.123140425
5,2.992518703,0.78,4.257305013
5,3.83042394,0.78,3.487419383
5,4.987531172,0.78,2.621945137
5,6.3840399,0.78,2.384779431
5,7.980049875,0.78,1.568905323
5,9.975062344,0.78,1.285269585
5,11.97007481,0.78,1.049909708
5,14.96259352,0.78,0.914111274
2,0.279301746,0.78,4.828428928
2,0.478802993,0.78,4.10489294
2,0.997506234,0.78,3.140940752
2,1.955112219,0.78,2.226588701
2,2.952618454,0.78,1.408908763
2,4.029925187,0.78,1.412159257
2,4.987531172,0.78,0.739186516
2,6.344139651,0.78,0.93638318
2,8.019950125,0.78,0.458680884
2,10.01496259,0.78,0.416424456
2,12.00997506,0.78,0.325892166
2,15.00249377,0.78,0.286645455
5,0.542596197,0.38,9.474031865
5,1.049787305,0.38,7.269756832
5,2.044089024,0.38,6.217908634
5,3.039024863,0.38,5.375848797
5,3.853341906,0.38,4.779070484
5,5.031115965,0.38,4.425988392
5,5.694617898,0.38,3.934544622
5,6.751380534,0.38,3.546850092
5,8.019728209,0.38,3.158539056
5,9.076702219,0.38,2.84077398
5,10.04299693,0.38,2.523273121
5,0.537523229,0.78,7.795724968
5,1.016178893,0.78,6.15097364
5,1.437446606,0.78,5.520375541
5,2.009529429,0.78,4.784442898
5,3.005310763,0.78,4.222100878
5,3.818676625,0.78,3.310640022
5,5.025514563,0.78,2.57285786
5,6.022141391,0.78,2.290233656
5,7.018662533,0.78,1.972644725
5,8.014655241,0.78,1.480232159
5,10.03898083,0.78,1.194613494
8,20.02508361,0.28,2.777965149
8,18.07413601,0.28,3.053400787
8,16.05351171,0.28,3.387858347
8,14.0328874,0.28,3.761663856
8,11.9425864,0.28,4.194491287
8,9.991638796,0.28,4.686340641
8,9.016164994,0.28,5.079820124
8,8.040691193,0.28,5.453625632
8,7.065217391,0.28,5.866779089
8,6.02006689,0.28,6.338954469
8,4.974916388,0.28,6.948847667
8,3.999442586,0.28,7.519392917
8,3.023968785,0.28,8.011242271
8,1.978818283,0.28,8.876897133
8,1.560758082,0.28,9.545812254
8,1.073021182,0.28,10.1950534
6,19.95540691,0.28,2.168071951
6,18.00445931,0.28,2.463181563
6,16.05351171,0.28,2.758291175
6,14.0328874,0.28,3.053400787
6,12.0122631,0.28,3.368184373
6,9.991638796,0.28,3.899381675
6,9.016164994,0.28,4.096121417
6,8.040691193,0.28,4.391231029
6,6.995540691,0.28,4.843732434
6,6.02006689,0.28,5.414277684
6,4.974916388,0.28,5.788083193
6,3.999442586,0.28,6.358628443
6,3.023968785,0.28,6.791455874
6,2.536231884,0.28,7.204609331
6,2.048494983,0.28,7.676784711
6,1.003344482,0.28,8.542439573
4,19.88573021,0.28,1.459808881
4,17.93478261,0.28,1.636874649
4,15.84448161,0.28,1.83361439
4,13.8238573,0.28,2.06970208
4,11.803233,0.28,2.364811692
4,9.921962096,0.28,2.777965149
4,8.807134894,0.28,2.915682968
4,7.831661093,0.28,3.191118606
4,6.925863991,0.28,3.584598089
4,5.95039019,0.28,4.056773468
4,4.765886288,0.28,4.35188308
4,3.860089186,0.28,5.020798201
4,2.884615385,0.28,5.178189994
4,1.978818283,0.28,5.571669477
4,1.909141583,0.28,6.220910624
4,0.863991081,0.28,6.988195616
2,20.02508361,0.28,0.712197864
2,18.07413601,0.28,0.810567735
2,16.05351171,0.28,0.908937605
2,14.0328874,0.28,1.066329399
2,12.0819398,0.28,1.243395166
2,10.0613155,0.28,1.459808881
2,9.085841695,0.28,1.577852726
2,8.040691193,0.28,1.774592468
2,7.065217391,0.28,2.030354132
2,6.02006689,0.28,2.168071951
2,5.044593088,0.28,2.364811692
2,3.999442586,0.28,2.797639123
2,3.023968785,0.28,3.112422709
2,1.978818283,0.28,3.564924115
